"Número de guía","Número de bulto que se va a agregar","Unidad de medida","Detalle de la sustancia UN3373","Detalle del patógeno/virus","Cantidad de embalajes interiores","Estado físico","Cantidad neta por embalaje interior","Detalle de sustancia refrigerante o que sirve para mantener la viabilidad","Número ONU de la sustancia refrigerante si es MP ","Cantidad neta por bulto","Unidad de medida ","Número de bulto"
"888004640216","10","L","SUERO ","ORINA","7","Sustancia liquida",,"HIELO SECO ","UN 1845","3","Kg","10"
"888004641414","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES ORINA","INVESTIGACION","3","Sustancia liquida",,"DRY ICE - HIELO SECO ","UN1845","3","Kg","1"
"888004642848","2","L","SANGRE, SUEROS ORINAS, SUEROS ","CITOMEGALOVIRUS, DENGUE, HISTOPLASMA CRIPTOCOCO ","850","Sustancia liquida",,"GEL REFRIGERANTE ","N/A ","2","Kg","2"
"888004642848","1","L","ORINAS, SANGRE ","HISTOPLASMA, TRASLOCACION BCR/ ABL ","350","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","1"
"888004641795","1","L","SANGRE MATERIA FECALN LIQUIDOS CORPORALES Y ORINA","INVESTIGACION","3","Sustancia liquida",,"GEL REFRIGERANTE","N/A","9","Kg","1"
"4644110","1","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRGERANTE ","N/A","3","Kg","1"
"4644110","1","L","SANGRES","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"4644120	","1.2","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GER REFRIGERANTE ","N/A","3","Kg","12"
"4644120	","1.2","L","SANGRE","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A ","3","Kg","12"
"888004649022","1","L","SUEROS,PLASMAS,SECRECION VAGINAL","HERPES,VIH,VPH","19","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888004649318","1","L","SUEROS,PLASMAS,","HERPES,VIH","23","Sustancia liquida",,"N/A","UN1845","5","Kg","1"
"888004653854","1","L","MUESTARS BIOLOGICAS","SUEROS,SANGRE","3","Sustancia liquida",,"MUESTARS BIOLOGICAS","UN3373","3,4","Kg","1"
"888004653730","1","L","SUERO ","DIABETES ","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004654238","1","L","SUEROS,SECRECION BRONQUIAL,PLAS EDTA,ESPUTOS","VARICELA,VSR,HIV,MYCOBACTERIUM","11","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004656206","1","Kg","SUERO","ACTH ","2","Sustancia solida",,"HIELO SECO -  HIELO SECO ","UN 1845","5","Kg","1"
"888004656206","2","Kg","PLASMA","RENINA","2","Sustancia solida",,"HIELO SECO","UN 1845","5","Kg","2"
"888004658144","1","L","SUERO SANGUINEO ","CANCER ","6","Sustancia liquida",,"HIELO SECO ","1845","1","Kg","1"
"888004658144","2","L","SUERO SANGUINEO ","CANCER","24","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888004658819","1","L","SANGRE  - ORINA ","NA","25","Sustancia liquida",,"GEL ","NA","1","Kg","1"
"888004659005","1","L","SUERO,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","118","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004660428","1","L","SUEROS,PLASMAS ","HERPES,VH,VPH","13","Sustancia liquida",,"GEL REFRIGERANTE","N/A","4","Kg","1"
"888004661569","1","L","SUEROS Y PLASMAS","HERPES, VIH","10","Sustancia liquida",,"N/A","UN1845","2","Kg","1"
"888004664900","1","L","SANGRE SUERO ORINA","INVESTIGACION","1","Sustancia liquida",,"DRY ICE -HIELO SECO ","UN1845","3","Kg","1"
"888004665901","1","L"," SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004665901","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004665901","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665901","1","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665901","1","L","GEL REFRIGERANTE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665901","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665901","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665901","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004665676","1","L","SANGRE SUERO ORI8NA","INVESTIGACION","2","Sustancia liquida",,"GE4L REFROOIGERANTE","N/A","1,5","Kg","1"
"888004665676","2","L","SANGRE SUERO ORINA","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888004663439","1","L","SUEROS ","HIV","59","Sustancia liquida",,"GEL REFRIGERANTE ","NA ","5,33","Kg","1"
"888004663439","1","L","SANGRES ","HIV","27","Sustancia liquida",,"0","0","0","N/A","0"
"888004663439","1","L","ORINAS ","E.COLI","19","Sustancia liquida",,"0","0","0","N/A","0"
"888004663439","1","L","LIQUIDOS CORPORALES ","TUBERCULOSIS ","16","Sustancia liquida",,"0","0","0","N/A","0"
"888004666458","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888004663439","1","L","TEJIDOS ","TUBERCULOSIS ","11","Sustancia liquida",,"0","0","0","N/A","0"
"888004666458","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888004663439","1","L","ESPUTOS ","TUBERCULOSIS ","17","Sustancia liquida",,"0","0","0","N/A","0"
"888004663439","1","Kg","MATERIA FECAL","SALMONELLA ","13","Sustancia solida",,"0","0","0","N/A","0"
"888004663439","2","L","SUEROS ","HIV ","35","Sustancia liquida",,"HIELO SECO","UN1845","4,86 ","Kg","2"
"888004663439","2","L","PLASMAS ","HIV/ENF.AUTOINMUNES ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888004663439","2","L","ORINAS ","E.COLI","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004667319","1","L","SUERO ","ORINA","16","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888004667319","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK ","N/A","4","Kg","2"
"888004667319","3","L","SUERO ","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888004667319","4","L","SUERO ","CITOLOGIA","10","Sustancia liquida",,"GEL PACK ","N/A","2","Kg","4"
"888004667319","5","L","SUERO","ORINA","8","Sustancia liquida",,"HIELO SECO ","UN 1845","3","Kg","5"
"888004669830","1","L","SANGRE, ORINAS ","CITOMEGALOVIRUS , HISTOPLASMA ","250","Sustancia liquida",,"n/A","N/A","0","N/A","1"
"888004669830","2","L","SUEROS , ORINAS ","CRIPTOCOCO, HISTOPLASMA ","550","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","2"
"888004669887","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","95","Sustancia liquida",,"DRY ICE ","N/A","2","Kg","1"
"888004669887","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","236","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004669887","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","7","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004670573","1","L","SANGRE- MATERIA FECAL - ORINA -LIQUIDOS CORPORALES ","INVESTIGACION","3","Sustancia liquida",,"DRY ICE - HIELO SECO ","UN1845","3","Kg","1"
"888004670740","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","7","Kg","1"
"888004671216","1","L","SUEROS","ORTHOFLAVIRUS TOXOPLASMA ","150","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004671216","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA ","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004671216","1","L","SUEROS","ORTHOFLAVIRUS TOXOPLASMA ","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"88800467254","1.2","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"88800467254","1.2","L","SANGRE","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888004672459","1","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888004672459","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888004674573","1.234567","L","SUEROS","HEPATITIS B ","133","Sustancia liquida",,"DRY ICE ","1845","9","Kg","1,234,567"
"888004674573","1.234567","L","ORINAS ","HEPATITIS B ","16","Sustancia liquida",,"DRY ICE ","1845","9","Kg","1,234,567"
"888004674573","1.234567","L","SANGRE ","HEPATITIS B ","19","Sustancia liquida",,"DRY ICE ","1845","9","Kg","1,234,567"
"888004674573","1.234567","L","PLASMA ","HEPATITIS B ","19","Sustancia liquida",,"DRY ICE ","1845","9","Kg","1,234,567"
"888004674573","1.234567","Kg","HECES ","HEPATITIS B","7","Sustancia solida",,"DRY ICE ","1845","9","Kg","1,234,567"
"888004674573","8.9","L","SUEROS ","HEPATITIS B ","133","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","8.9"
"888004674573","8.9","L","ORINAS ","HEPATITIS B ","16","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","89"
"888004674573","8.9","L","SANGRE ","HEPATITIS B ","19","Sustancia liquida",,"GEL REFIGERANTE ","N/A","3","Kg","89"
"888004674573","8.9","L","PLASMA ","HEPATITIS B ","19","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","89"
"888004674573","8.9","Kg","HECES ","HEPATITIS B ","7","Sustancia solida",,"GEL REFRIGERANTE ","N/A","3","Kg","89"
"888004682997","1","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS","3","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","3,4","Kg","1"
"888004685854","1","L","SUEROS","PERFIL LIPIDICO","450","Sustancia liquida",,"GELPACK","N/A","2","Kg","1"
"888004686433","1","L","SUEROS,PLASMAS ","HERPES,VIH,VPH ","10","Sustancia liquida",,"GEL REFRIGERANTES ","N/A","5","Kg","1"
"888004686624","1","L","SUEROS,PLASMAS","HERPES,VIH","35","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888004686943","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","220","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004687151","1","L","SANGRE - SUERO - ORINA ","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888004687151","2","L","SANGRE-SUERO-ORINA ","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888004687509","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES ORINAS","INVESTIGACION","3","Sustancia liquida",,"HIELO SECO ","UN1845","2","Kg","1"
"888004688153","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004688153","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888004688153","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","20","Sustancia liquida",,"0","0","0","N/A","0"
"888004687653","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES ORINA ","INVESTIGACION ","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888004689093","2","L","SANGRE ","TOXOPLASMA GONDI VIRUS EPSTEIN BARR","3","Sustancia liquida",,"DRY ICE ","1845","0,5","Kg","1"
"888004689093","1","L","SANGRE ","TOXOPLASMA GONDI VIRUS EPSTEIN BARR","140","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004689970","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1","Kg","1"
"888004689971","1","L","SUERO","ORINA","16","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888004689970","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888004689971","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","2"
"888004689971","3","L","SUERO","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888004689971","4","L","SUERO","CITOLOGIA","10","Sustancia liquida",,"GEL PACK","N/A","2","Kg","4"
"888004689971","5","L","SUERO","ORINA","8","Sustancia liquida",,"HIELO SECO ","UN 1845","3","Kg","5"
"888004690321","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","250","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888004690321","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","200","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888004690413","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","100","Sustancia liquida",,"gel refrigerante ","n/a","3","Kg","1"
"888004690413","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004690486","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","80","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888004690486","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004690486","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004690486","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","30","Sustancia liquida",,"0","0","0","N/A","0"
"888004691601","2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","N/A","2"
"888004691601","2","L","SANGRE","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","2"
"888004691676","1","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888004691676","1","L","SANGRE ","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","NA","3","Kg","1"
"888004694488","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","201","Sustancia liquida",,"GEL REFRIGERATE ","N/A","3","Kg","1"
"888004703204","1.23","L","SUEROS","HEPATITIS B","299","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888004703204","1.23","L","ORINAS","HEPATITIS B","37","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888004703204","1.23","L","SANGRE","HEPATITIS B","43","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888004703204","1.23","L","PLASMA","HEPATITIS B","43","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888004703204","1.23","Kg","HECES","HEPATITIS B","16","Sustancia solida",,"DRY ICE","1845","9","Kg","123"
"888004703204","4","L","SUEROS","HEPATITIS B","299","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888004703204","4","L","ORINAS","HEPATITIS B","37","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888004703204","4","L","SANGRE","HEPATITIS B","43","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888004703204","4","L","PLASMA","HEPATITIS B","43","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888004703204","4","Kg","HECES","HEPATITIS B","16","Sustancia solida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888004710314","1","L","SANGRE","HIPERCOLESTEROLEMIA","5","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,65","Kg","1"
"888004715380","1","L","SUEROS,SECRECION BRONQUIAL,PLASMA EDTA,JUGO GASTRCO,ESPUTOS","VARICELA,VSR,HIV,MYCOBACTERIUM","13","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004714610","1","L","SUERO","DIABETES","1","Sustancia liquida",,"HIELO SECO","1845","9,3","Kg","1"
"888004714610","1","L","PLASMA","DIABETES","1","Sustancia liquida",,"N/A","N/A","9,3","N/A","1"
"888004714610","2","L","SANGRE","DIABETES","1","Sustancia liquida",,"AL MEDIO AMBIENTE","N/A","0","N/A","2"
"888004720042","2","L","SUERO SANGUINEO ","CANCER","12","Sustancia liquida",,"HIELO SECO ","1845","2","Kg","2"
"888004720042","1","L","SUERO SANGUINEO ","CANCER","30","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888004720334","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004720621","1","L","SUERO,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","70","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004721756","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUERO","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888004722108","1","L","MUESTARS BIOLOGICAS","ORINAS,SUEROS,SANGRE","1","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1","Kg","1"
"888004722425","1","L","plasma secresion vaginal","herpes, vih","16","Sustancia liquida",,"gel refrigerante","3373","3","Kg","1"
"888004725015","1","L","SANGRE","NA","25","Sustancia liquida",,"GEL","NA","1","Kg","1"
"888004725715","1","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888004726615","1","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","2","Kg","1"
"888004726615","2","L","MUESTRASS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","2","Kg","2"
"888004726605","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","247","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004725366","1","L","SUERO","HIV","59","Sustancia liquida",,"GEL REFRIGERANTE","N/A","4,73","Kg","1"
"888004726605","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","48","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004719392","1","Kg","BIOPSIA","BLOQUE","1","Sustancia solida",,"GEL PACK","N/A","2","Kg","1"
"888004719392","2","Kg","BIOSPSIA","BLOQUE","1","Sustancia solida",,"GEL PACK ","N/A","2","Kg","2"
"888004719392","3","Kg","BIOPSIA","BLOQUE","1","Sustancia solida",,"GEL PACK","N/A","2","Kg","3"
"888004727176","2","L","SANGRE ","DIABETES","40","Sustancia liquida",,"HIELO SECO ","1845","24","Kg","2"
"888004725366","1","L","SANGRES","HIV","19","Sustancia liquida",,"0","0","0","N/A","0"
"888004725366","1","L","ORINAS","E.COLI","23","Sustancia liquida",,"0","0","0","N/A","0"
"888004725366","1","L","LIQUIDOS CORPORALES","TUBERCULOSIS","9","Sustancia liquida",,"0","0","0","N/A","0"
"888004725366","1","L","TEJIDOS","TUBERCULOSIS","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004727176","1","L","SANGRE","DIABETES ","35","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888004725366","1","L","ESPUTOS","TUBERCULOSIS","3","Sustancia liquida",,"0","0","0","N/A","0"
"888004725366","1","Kg","MATERIA FECAL","SALMONELLA","9","Sustancia solida",,"0","0","0","N/A","0"
"888004725366","2","L","SUEROS","HIV","3","Sustancia liquida",,"HIELO SECO","1845","2,42","Kg","2"
"888004725366","2","L","PLASMAS","HIV ENF AUTOINMUNES ","6","Sustancia liquida",,"0","0","0","N/A","0"
"888004725366","2","L","ORINAS","E.COLI","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004727207","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","5","Kg","1"
"888004728039","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004728039","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004727207","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"GEL PACK ","N/A","5","Kg","1"
"888004728039","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","8","Sustancia liquida",,"0","0","0","N/A","0"
"888004728039","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"0","0","0","N/A","0"
"888004728039","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","12","Sustancia liquida",,"0","0","0","N/A","0"
"888004728404","2","L","MUESTRA DE SANGRE ","CANCER","24","Sustancia liquida",,"HIELO SECO ","1845","10","Kg","2"
"888004729255","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888004729255","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888004729255","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"0","0","0","N/A","0"
"888004730677","1","L","SUEROS","HEMIOCULTIVOS","400","Sustancia liquida",,"HIELO SECO","1845","4","Kg","1"
"888004730555","1","L","SUERO","ORINA","16","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888004730555","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","2"
"888004730555","3","L","SUERO","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888004730555","4","L","SUERO","CITOLOGIA","10","Sustancia liquida",,"GEL PACK","N/A","2","Kg","4"
"888004730555","5","L","SUERO","ORINA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","5"
"888004730555","6","L","SUERO","PAPILOMA","9","Sustancia liquida",,"GEL PACK","N/A","3","Kg","6"
"888004730863","1","L","sueros","perfil lipidico","450","Sustancia liquida",,"gel pack","n/a","2","Kg","1"
"888004730555","7","L","SUERO","CITOLOGIA","14","Sustancia liquida",,"DR ICE","UN1845","3","Kg","7"
"888004730863","2","L","orinas","urocultivos","400","Sustancia liquida",,"gel pack","n/a","2","Kg","2"
"888004732214","1","L","ORINAS , SANGRE","HISTOPLASMA , TRASLOCACION","350","Sustancia liquida",,"HIELO SECO","1845","4","Kg","1"
"888004732214","2","Kg","SANGRE , SUERO, ORINAS","CITOMEGALOVIRUS , DENGUE ,HISTOPLASMA , CRIPTOCOCO","800","Sustancia liquida",,"GEL REFRIGERANTES","N/A","1","Kg","2"
"888004732591","1","L","MUESTARS BIOLOGICAS","SANGRE,MATERIA FECAL,ORINAS ","3","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","6","Kg","1"
"888004732630","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL ","3","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","8","Kg","1"
"888004733863","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888004733863","1.2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888004733950","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888004733950","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888004740007","1","Kg","TEJIDOS","COXSACKIE","1","Sustancia solida",,"GEL","NA","0,250","Kg","1"
"888004736990","1","L","LIQUIDO AMNIOTICO","HEPATITIS B","2","Sustancia liquida",,"N/A","N/A","1","Kg","1"
"888004744139","1","L","SANGRE","HIPERCOLESTEROLEMIA","18","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,87","Kg","1"
"888004744818","1","L","SUERO","DIABETES","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","8,6","Kg","1"
"888004748589","1","L","SANGRE","INFLUENZA VIRUS ","1","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004749934","1","L"," SUEROS , LAVADO BRONQUIAL,LIQUIDO PREURAL,SANGRE EDTA,ORIA,JUGO GASTRICO,ESPUTOS","VARICELA,MYCOBACTERIUM,ELECTROFORESIS,CORTISOL,","15","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"4751259","1","L","SANGRE ","NA","15","Sustancia liquida",,"HIELO SECO ","1845","2","Kg","1"
"888004751339","1","L","SANGRE ORINA ","NA","10","Sustancia liquida",,"GEL ","NA","1","Kg","10"
"888004751550","1","L","SUERO , ORINA, SANGRE","RUBEOLA,OTRO CULTIVO,HEMOLOBINA","133","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004752862","1","L","SUEROS,PLASMAS,SECRECION VAGINAL","HERPES,VIH,VPH","35","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888004753165","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888004750840","1","L","SANGRE TOTAL","CTDNA","1","Sustancia liquida",,"N/A","N/A","0","Kg","1"
"888004750840","2","L","SANGRE TOTAL","CTDNA","1","Sustancia liquida",,"N/A","N/A","0","L","2"
"888004750840","3","Kg","PLASMA","RENINA","1","Sustancia solida",,"DRY ICE","UN1845","4","Kg","3"
"888004750840","4","Kg","SUERO","QUIMICA","1","Sustancia solida",,"DRY ICE","UN1845","4","Kg","4"
"888004753765","1","L","SUEROS,PLASMAS,","HERPES,VIH,VPH","18","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888004754470","1","L","MUESTARS BIOLOGICAS ","SANGRE,ORINAS,SUEROS","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
