"Número de guía","Número de bulto que se va a agregar","Unidad de medida","Detalle de la sustancia UN3373","Detalle del patógeno/virus","Cantidad de embalajes interiores","Estado físico","Cantidad neta por embalaje interior","Detalle de sustancia refrigerante o que sirve para mantener la viabilidad","Número ONU de la sustancia refrigerante si es MP ","Cantidad neta por bulto","Unidad de medida ","Número de bulto"
"888005172867","2","L","SANGRE TOTAL","HEMOGLOBINA300","300","Sustancia liquida",,"GEL PACK","N/A","1","Kg","2"
"888005173776","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","271","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005173776","1","L","SANGRE","TRYPONOSOMA CRUZY","52","Sustancia liquida",,"DRY ICE","UN 1845","2","Kg","1"
"888005173776","1","L","SANGRE","ORTHOFLAVIRUS ","40","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005174473","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL ","3","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888005174547","1","L","MUESTARS BIOLOGICAS","SANGRE,MATERIA FECAL,ORINAS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","9","Kg","1"
"5175610","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"5175610","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"888005178877","1","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","1"
"888005178877","1","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","1"
"888005178877","1","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","1"
"888005178877","1","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","1"
"888005178877","1","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","3","Kg","1"
"888005178877","2","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","2"
"888005178877","2","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","2"
"888005178877","2","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","2"
"888005178877","2","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","2"
"888005178877","2","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","3","Kg","2"
"888005178877","3","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","3"
"888005178877","3","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","3"
"888005178877","3","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","3"
"888005178877","3","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","3"
"888005178877","3","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","3","Kg","3"
"888005178877","4","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","4"
"888005178877","4","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","4"
"888005178877","4","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","L","4"
"888005178877","4","L","PLASMA","HEPATITIS B ","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","4"
"888005178877","4","Kg","HECES","HEPATITIS B ","6","Sustancia solida",,"HIELO SECO","1845","3","Kg","4"
"888005178877","5","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","6","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","3","Kg","5"
"888005178877","5","L","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","9","Kg","5"
"888005178877","6.7","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"HIELO SECO","1845","9","Kg","67"
"888005178877","6.7","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"HIELO SECO","1845","9","Kg","67"
"888005178877","6.7","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","9","Kg","67"
"888005178877","6.7","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"HIELO SECO","1845","9","Kg","67"
"888005178877","6.7","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"HIELO SECO","1845","9","Kg","67"
"888005178877","8.9","L","SUEROS","HEPATITIS B","119","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","89"
"888005178877","8.9","L","ORINAS","HEPATITIS B","15","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","89"
"888005178877","8.9","L","SANGRE","HEPATITIS B","17","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","89"
"888005178877","8.9","L","PLASMA","HEPATITIS B","17","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","89"
"888005178877","8.9","Kg","HECES","HEPATITIS B","6","Sustancia solida",,"GEL REFRIGUERANTE","N/A","3","Kg","89"
"888005180551","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005180551","1.2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005180551","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","2"
"888005180551","1.2","L","SANGRE","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","2"
"888005183028","1","L","SUEROS ","HEPATITIS B","94","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005183028","2","L","SUEROS ","HEPATITIS B","74","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","2"
"888005187004","1","L","SUEROS,PLASMAS,SECRECION VAGINAL","HERPES,VIH,VPH","33","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","4","Kg","1"
"888005187112","1","L","SUEROS","ANAS TSH ","25","Sustancia liquida",,"PILAS DE GEL ","N/A","3,5","Kg","1"
"888005187246","1","L","SUEROS,PLASMAS","HERPES,VIH","23","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888005187251","1","L","SUEROS","PERFIL LIPIDICO","400","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005187251","2","L","SANGRE TOTAL","HEMOGLOBINA","250","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005186658","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO- DRY ICE ","N/A","2","Kg","1"
"888005187245","1","L","SUERO SANGRE ORINA ","INVESTIGAcion ","2","Sustancia liquida",,"gel refrigerante ","n/a","1,5","Kg","1"
"888005187245","2","L","sangre suero orina ","inveastigacion ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005187522","1","L","SANGRE  ORINA  MATERIA FECAL LIQUIDOS CORPORALES ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","6","Kg","1"
"888005188161","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","25","Sustancia liquida",,"GEL  REFRIGERANTE ","N/A","0,5","Kg","1"
"888005188161","1","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"0","0","0","N/A","0"
"888005188373","1","L","SANGRE","TOXOSPLASMA GONDI VIRUS EPSTEIN-BAR","175","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1,5","Kg","1"
"888005188161","2","L","SANGRE ","TOXOPLASMA","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005188373","2","L","SANGRE","TOXOSPLASMA GONDI VIRUS EPSTEIN-BAR","10","Sustancia liquida",,"DRY ICE","UN 1845","0,5","Kg","2"
"888005187789","1","L","SANGRE MATERIA FECAL ORINA IQUIDOS CORPORALES ","INVESTIGACION ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","5","Kg","1"
"888005188742","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","254","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888005173688","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","271","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005173688","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","52","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888005173688","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","40","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005189017","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA","10","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","7","Kg","1"
"888005189017","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA","5","Sustancia liquida",,"0","0","0","N/A","0"
"888005189381","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","10","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","7","Kg","1"
"888005189381","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","5","Sustancia liquida",,"0","0","0","Kg","0"
"888005190418","1","L","SUERO","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005190418","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"5190680","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"5190680","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005198966","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005198966","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005198972","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005198972","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005201635","1.23","L","SUEROS","HEPATITIS B","239","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888005201635","4","L","SUEROS","HEPATITIS B","239","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888005201635","1.23","L","ORINAS","HEPATITIS B","30","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888005201635","4","L","ORINAS","HEPATITIS B","30","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888005201635","1.23","L","SANGRE","HEPATITIS B","34","Sustancia liquida",,"DRY ICE","1845","9","Kg","123"
"888005201635","4","L","SANGRE","HEPATITIS B","34","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888005201635","1.23","L","PLASMA","HEPATITIS B","34","Sustancia liquida",,"DRY ICE","1845","9","Kg","1.23"
"888005201635","4","L","PLASMA","HEPATITIS B","34","Sustancia liquida",,"GE REFRIGERANTE","N/A","3","Kg","4"
"888005201635","1.23","Kg","HECES","HEPATITIS B","13","Sustancia solida",,"DRY ICE ","1845","9","Kg","123"
"888005201635","4","Kg","HECES","HEPATITIS B","13","Sustancia solida",,"GEL REFRIGERANTE","N/A","3","Kg","4"
"888005207701","1","L","SUEROS-SANGRE-ORINA-PLASMA","HEPATITIS B ","103","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005207701","2","L","SUERO-SANGRE-PLASMA","HEPATITIS B","103","Sustancia liquida",,"GEL","NA","3","Kg","2"
"888005207701","3","L","PLASMA","HEPATITIS B ","10","Sustancia liquida",,"NA","NA","0","Kg","3"
"888005208083","1","L","SUEROS -SANGRE-PLASMA","HEPATITIS B ","208","Sustancia liquida",,"GEL ","NA","3","Kg","1"
"888005210189","1","L","SANGRE ","HIPERCVOLESTEROLEMIA","13","Sustancia liquida",,"PILA DE GEL ","N/A","3,28","Kg","1"
"888005205152","1","Kg","BIOPSIA RENAL ","SOSPECHA DE LINFOMA ","1","Sustancia solida",,"N/A","N/A","0","N/A","1"
"888005211445","1","L","MEDULA OSEA","MIELOGRAMA ","1","Sustancia liquida",,"PILAS DE GEL","N/A","0,8","N/A","1"
"888005211705","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005211630","1","L","SANGRE ","SOSPECHA DE VIRUS ","30","Sustancia liquida",,"PILAS DE GEL","N/A","1,5","Kg","1"
"888005213990","1","L","SUERO, ORINA, SANGRE","RUBEOLA, HEMOGLOBINA","287","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005215130","1","L","SUEROS,PLASMA EDTA,SANGRE EDTA,ESPUTOS,ORINAS,LIQUIDO PREURAL,LAVADO BRONQUIAL","VARICELA,HIV,ELECTROFORESIS,MYCOBACTERIUM,CORTISOL","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3,5","Kg","1"
"888005216515","1","L","SANGRE","INFLUENZA VIRUS","5","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005216515","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL EFRIEGRANTE","N/A","1","Kg","1"
"888005216607","1","L","SUEROS,PLASMAS,SERECION VAGINAL","HERPES,VIH,VPH","35","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","4","Kg","1"
"888005216659","1","L","SUERO PLASMAS SANGRE TOTAL","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005216659","2","L","SUERO PLASJMA SANGRE ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN845","3","Kg","1"
"888005216659","3","L","SANGRE, PALASMA, SUEROS","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005216164","1","L","SANGRE  ","SANGRE ","15","Sustancia liquida",,"GEL ","N/A","4,5","Kg","1"
"888005217436","1","L","SUERO ","DIABETES ","1","Sustancia liquida",,"HIELO SECO ","1845","4,9","Kg","1"
"888005217436","2","L","PLASMA ","DIABETES ","1","Sustancia liquida",,"AMBIENTE ","0","0","N/A","2"
"888005217436","2","L","SANGRE TOTAL ","DIABETES ","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005217154","1","L","SUERO SANGRE LAMINAS ","INVESTIGACION","1","Sustancia liquida",,"GEL REFRIGERANTE ","N/A ","1,2","Kg","1"
"888005218508","3","L","SANGRE","DIABETES","60","Sustancia liquida",,"HIELO SECO","1845","28","Kg","3"
"888005218508","2","L","SANGRE","DIABETES","35","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","4","Kg","2"
"888005219201","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005219350","1","L","SUEROS ","HIV","68","Sustancia liquida",,"PILA GEL ","NA ","4,53","Kg","1"
"888005220600","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888005219350","1","L","SANGRES ","HIV ","23","Sustancia liquida",,"0","0","0","N/A","0"
"888005219350","1","L","ORINAS ","E.COLI","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005219350","1","L","liquidos corporales ","tuberculosis ","19","Sustancia liquida",,"0","0","0","N/A","0"
"888005220600","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005220211","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005220211","2","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888005220211","3","L","SANGRE SUERO ORINA ","INVESTIGACION ","1.5","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","3"
"888005219350","1","L","tejidos ","tuberculosis","25","Sustancia liquida",,"0","0","0","N/A","0"
"888005219350","1","L","esputos ","tuberculosis ","30","Sustancia liquida",,"0","0","0","N/A","0"
"888005219350","1","Kg","materia fecal ","salmonella ","9","Sustancia solida",,"0","0","0","N/A","0"
"888005220964","1","L","SANGRE ","CANCER ","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005219350","2","L","sueros ","hiv ","13","Sustancia liquida",,"hielo seco","1845","2,02","Kg","2"
"888005219350","2","L","plasmas ","hiv/enf. autoinmunes ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005219350","2","L","orinas ","e.coli","1","Sustancia liquida",,"0","0","0","L","0"
"888005221907","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","11","Sustancia liquida",,"0","0","0","N/A","0"
"888005221907","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","11","Sustancia liquida",,"0","0","0","N/A","0"
"888005221907","2","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"GEL REFRIGERANTE ","NA","0,3","Kg","1"
"888005222135","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO  - DRY ICE ","UN1845","7","Kg","1"
"888005222270","1","L","SUEROS ","ANA TSH","50","Sustancia liquida",,"PILAS DE GEL ","NA","2,5","Kg","1"
"888005222889","1","L","SUEROS","PERFIL LIPIDICO","350","Sustancia liquida",,"GELPACK","N/A","2","Kg","1"
"888005223077","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","115","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005223077","2","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","12","Sustancia liquida",,"0","0","0","N/A","0"
"888005222889","2","L","ORINAS","UROCULTIVOS","300","Sustancia liquida",,"GELPACK","N/A","2","Kg","1"
"888005223077","2","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","60","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005223355","1","L","SUEROS","HEMOCULTIVOS","400","Sustancia solida",,"HIELO SECO","UN1845","4","Kg","1"
"888005222374","1","L","SANGREW MATERIA FECAL LIQUIDOS CORPORALES ORINA ","INVESTIGACION ","3","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005223916","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","245","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005223916","1","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","59","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1","Kg","1"
"888005224551","1","L","MUESTRA DE  SANGRE ","ESTUDIO  PARA  CANCER   PROTOCOLO  FMGX -CS  301 ","4","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"88800522709","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"88800522709","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGETANTE","N/A","3","Kg","1"
"888005231541","1","L","SUEROS ","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005231541","1","L","SANGRE"," HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3 ","Kg","1"
"888005231541","2","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","2"
"888005231541","2","L","SANGRE","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","2"
"888005233844","1","L","SUEROS, ORINA, SNGRE","HEPATITIS B","103","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005233844","2","L","SUEROS, SANGRE, PLASMA ","HEPATITIS B","103","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","2"
"888005233844","3","L","PLASMA","HEPATITIS B","20","Sustancia liquida",,"N/A","N/A","0","N/A","3"
"888005233844","4","L","PLASMA","HEPATITIS B","10","Sustancia liquida",,"N/A","N/A","0","N/A","4"
"888005234117","1","L","SUEROS","HEPATITIS B","94","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005234117","2","L","SUEROS","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","2"
"888005235600","1","L","SUERO ","DIABETES ","1","Sustancia liquida",,"HIELO SECO ","1845","5,4","Kg","1"
"888005235600","2","L","PLASMA","DIABETES","1","Sustancia liquida",,"AMBIENTE ","0","0","N/A","2"
"888005237524","1","L","MEDULA OSEA","MIELLOGRAMA ","1","Sustancia liquida",,"PILAS DE GEL","N/A","0,01","N/A","1"
"888005238030","1","L","SANGRE","sospecha de virus","48","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","1"
"888005238030","2","L","SANGRE ","SOSPECHA DE VIRUS","8","Sustancia liquida",,"PILAS DE GEL","N/A","0,01","N/A","1"
"888005239056","1","Kg","MUESTRA DE TEJIDO","CANCER","6","Sustancia solida",,"N/A","N/A","0,0","N/A","0"
"888005240001","1","L","SUEROS, PLASMA EDTA, SANGRE EDTA, ESPUTOS, LIQUIDO PLEURAL, SANGRE TOTAL HEPARINA","VARICELA, HIV, ELECTROFORESIS, MYCOBACTERIUM, CARIOTIPO","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","350","Kg","1"
"888005240551","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"DRY ICE","UN 1845","6","Kg","1"
"888005240551","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888005240086","1","Kg","PLASMA ","RENINA","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","1"
"888005240086","2","Kg","SUERO","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","2"
"888005240772","1","L","SUERO, ORINA, SANGRE","RUBEOLA IGG, UROCULTIVO, HEMOGLOBINA","195","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005241822","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"DRY ICE","UN 1845","3","Kg","1"
"888005241822","2","L","SANGRE","INFLUENZA VIRUS","2","Sustancia liquida",,"0","0","0","Kg","0"
"888005241676","1","L","SUERO SANGRE TORAL LAMINAS ","INVESTIGACION ","2","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845 ","6","Kg","1"
"888005241676","2","L","SUERO SANGRE TOTAL LAMINAS ","INVESTIGACION ","2","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","6","Kg","1"
"888005243227","1","L","SUEROS ,PLASMAS,SECRECION VAGINAL","HERPES,VIH,VPH","16","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005243120","1","L","SUERO","ANTIGENOS ANTICIERPOS ","36","Sustancia liquida",,"PILAS DE GEL ","NA","0,5","Kg","1"
"888005244041","1","L","SUEROS,PLASMAS","HERPES,VIH,CARGA VRAL VIH ","29","Sustancia liquida",,"N/A","UN1845","5","Kg","1"
"888005244077","1","L","SANGRE TOTAL","CTDNA","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005244077","2","Kg","SUERO","RENINA","1","Sustancia solida",,"HIELO SECO ","UN 1845 ","9","Kg","2"
"888005244141","2","L","SANGRE ","SANGRE ","30","Sustancia liquida",,"DRY ICE ","1845","11","Kg","1"
"888005242407","1","L","SANGRE ","INVESTIGACION ","1","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,4","Kg","1"
"888005245986","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005246181","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888005246181","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005246181","2","L","PLASMA","VIH","38","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN 1845","7","Kg","2"
"888005246181","2","L","SANGRE TOTAL","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","2"
"888005247502","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","30","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5 ","Kg","1"
"888005247502","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005247502","2","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","4","Sustancia liquida",,"0","0","0","N/A","0"
"888005246475","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005246475","2","L","SANGRE SUERO ORINA ","INCVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005246475","3","L","SANGRE SUERO ORINA","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005246570","1","L","SANGRE","LEUCEMIA","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,100","Kg","1"
"888005246570","0","Kg","TEJIDO","CANCER DE TIROIDES","3","Sustancia solida",,"GEL REFRIGERANTE","N/A","0","N/A","0"
"888005246570","0","Kg","TEJIDO","CANCER DE MAMA","2","Sustancia solida",,"GEL REFRIGERANTE","N/A","0","N/A","0"
"888005249276","1","L","SUEROS","PERFIL LIPIDICO","400","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005249276","2","L","SANGRE TOTAL","HEMOGLOBINA","450","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005249398","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","260","Sustancia liquida",,"GEL REFRIGERANT","N/A","3","Kg","1"
"888005249398","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","62","Sustancia liquida",,"DRY ICE","UN 1845","2","Kg","1"
